pos,Property Name,Price,HouseType,Areainsqft,NoofBedrooms,NoofBathrooms,NoofReceptions,Location,City/County,PostalCode,lat,long,n_pois,distance_to_london,District_x,NCrime,DisToHospital,DisToSubway,DisToShool,HouseTypeLabel,Postcode,District_y,PostalCodeLabel
206.0,Radnor Walk,3450000.0,House,1820.0,5.0,5.0,5.0,Chelsea,London,SW3 4BN,51.487656,-0.165033,1.0,4.090364761585699,Kensington and Chelsea,25843.0,0.4300144365151972,0.7803880417591857,1.1114920054950008,3,SW3 4BN,Kensington and Chelsea,137668
207.0,King Henrys Road,995000.0,Flat / Apartment,710.0,2.0,2.0,2.0,Primrose Hill,London,NW3 3QR,51.542335,-0.158479,830.0,4.572392959891108,Camden,39733.0,1.242901129803745,0.3816741542239476,0.9509990147950652,2,NW3 3QR,Camden,85078
208.0,ICON7,450000.0,New development,538.0,1.0,1.0,1.0, Holloway,London,N7 0JN,51.552717,-0.125074,998.0,4.792201231328203,Islington,31022.0,1.8263247288446764,0.6189291143070589,0.8177686452300927,5,N7 0JN,Islington,75459
312.0,ICON7,620000.0,New development,786.0,2.0,2.0,2.0, Holloway,London,N7 0JN,51.552717,-0.125074,335.0,4.792201231328203,Islington,31022.0,1.8263247288446764,0.6189291143070589,0.8177686452300927,5,N7 0JN,Islington,75459
407.0,ICON7,560000.0,New development,657.0,2.0,2.0,2.0, Holloway,London,N7 0JN,51.552717,-0.125074,1310.0,4.792201231328203,Islington,31022.0,1.8263247288446764,0.6189291143070589,0.8177686452300927,5,N7 0JN,Islington,75459
408.0,ICON7,610000.0,New development,758.0,2.0,2.0,2.0, Holloway,London,N7 0JN,51.552717,-0.125074,766.0,4.792201231328203,Islington,31022.0,1.8263247288446764,0.6189291143070589,0.8177686452300927,5,N7 0JN,Islington,75459
409.0,ICON7,600000.0,New development,758.0,2.0,2.0,2.0, Holloway,London,N7 0JN,51.552717,-0.125074,1698.0,4.792201231328203,Islington,31022.0,1.8263247288446764,0.6189291143070589,0.8177686452300927,5,N7 0JN,Islington,75459
480.0,ICON7,420000.0,New development,538.0,1.0,1.0,1.0, Holloway,London,N7 0JN,51.552717,-0.125074,915.0,4.792201231328203,Islington,31022.0,1.8263247288446764,0.6189291143070589,0.8177686452300927,5,N7 0JN,Islington,75459
209.0,Montgomery Road,850000.0,Flat / Apartment,935.0,2.0,2.0,2.0,Chiswick,London,W4 5LZ,51.495914,-0.268773,3148.0,10.577208860483903,Ealing,35050.269230769234,3.1590243170227,1.0863229134967158,1.5818477727463325,2,W4 5LZ,Ealing,173064
210.0,Carlton Mansions,975000.0,Flat / Apartment,950.0,2.0,2.0,2.0, Maida Vale,London,W9 1NP,51.531764,-0.18861,2115.0,5.4674605235319085,Westminster,77772.0,0.9733646598990868,0.2893644030430742,0.295165365710318,2,W9 1NP,Westminster,176312
211.0,Palace Gardens Terrace,1850000.0,Flat / Apartment,924.0,3.0,3.0,3.0,,London,W8 4SA,51.506106,-0.192693,1161.0,5.196283734186303,Kensington and Chelsea,25843.0,1.223054071009347,0.3528196882042663,0.8525889354581848,2,W8 4SA,Kensington and Chelsea,175628
212.0,Acer Road,940000.0,House,1074.0,3.0,3.0,3.0,Hackney,London,E8 3GX,51.543396,-0.070495,1194.0,4.982845833433648,Hackney,35196.0,1.2362344753504064,2.307226965980101,0.8110336793809682,3,E8 3GX,Hackney,32687
213.0,Corkran Road,1595000.0,House,3261.0,5.0,5.0,5.0,Surbiton,Surrey,KT6 6PN,51.386604,-0.30521,7580.0,18.90181654699601,Kingston upon Thames,13398.0,3.51481168413761,7.883967643910083,1.490021225040408,3,KT6 6PN,Kingston upon Thames,59777
214.0,Grosvenor Avenue,1275000.0,House,1779.0,4.0,4.0,4.0,,London,SW14 8BT,51.466108,-0.25811,5094.0,10.87590033944801,Richmond upon Thames,13431.0,3.44519399382006,3.0206532608862298,0.2348890313678256,3,SW14 8BT,Richmond upon Thames,126477
215.0,Enmore Gardens,1325000.0,House,1541.0,4.0,4.0,4.0,,London,SW14 8RF,51.459222,-0.262446,3257.0,11.501976058121176,Richmond upon Thames,13431.0,3.554328073008057,2.7388138994291613,0.8482994646642503,3,SW14 8RF,Richmond upon Thames,126613
1620.0,Enmore Gardens,1100000.0,House,1345.0,4.0,4.0,4.0,East Sheen,London,SW14 8RF,51.459222,-0.262446,2125.0,11.501976058121176,Richmond upon Thames,13431.0,3.554328073008057,2.7388138994291613,0.8482994646642503,3,SW14 8RF,Richmond upon Thames,126613
1800.0,Enmore Gardens,1500000.0,House,1580.0,4.0,4.0,4.0,,London,SW14 8RF,51.459222,-0.262446,1.0,11.501976058121176,Richmond upon Thames,13431.0,3.554328073008057,2.7388138994291613,0.8482994646642503,3,SW14 8RF,Richmond upon Thames,126613
217.0,Grandison Road,865000.0,Flat / Apartment,880.0,2.0,2.0,2.0,,London,SW11 6LN,51.457072,-0.16043,623.0,6.56879592737906,Wandsworth,27388.0,1.0329635583158203,1.0053862133284457,1.680060278629993,2,SW11 6LN,Wandsworth,125055
218.0,Lavender Sweep,650000.0,Flat / Apartment,859.0,2.0,2.0,2.0,,London,SW11 1EA,51.46171,-0.164303,2165.0,6.245598832720895,Wandsworth,27388.0,0.4912066113084159,1.530932683322166,1.5794977324969437,2,SW11 1EA,Wandsworth,123905
219.0,Hollandgreen Place,3500000.0,New development,1577.0,2.0,2.0,2.0,,London,W8 6AX,51.499389,-0.200336,7446.0,5.828219510267059,Kensington and Chelsea,25843.0,0.771846522546635,0.5638936700579434,0.9438848619839372,5,W8 6AX,Kensington and Chelsea,175816
3142.0,Hollandgreen Place,2750000.0,New development,1184.0,2.0,2.0,2.0,,London,W8 6AX,51.499389,-0.200336,9007.0,5.828219510267059,Kensington and Chelsea,25843.0,0.771846522546635,0.5638936700579434,0.9438848619839372,5,W8 6AX,Kensington and Chelsea,175816
220.0,Horsell Road,1695000.0,House,1944.0,5.0,5.0,5.0,Highbury,London,N5 1XP,51.550586,-0.107893,7879.0,4.585502633791357,Islington,31022.0,1.681311566146665,0.5710743784577064,0.0996150850602999,3,N5 1XP,Islington,74651
221.0,Avon Court,399995.0,Flat / Apartment,472.0,1.0,1.0,1.0, Canary Wharf,London,E14 7SZ,51.513798,-0.027195,3475.0,6.325453142757776,Tower Hamlets,35904.0,1.387874071992938,1.0201976518264055,1.298952601125947,2,E14 7SZ,Tower Hamlets,22431
222.0,Castelnau,5750000.0,House,4682.0,6.0,6.0,6.0,Barnes,London,SW13 9EU,51.481768,-0.236032,439.0,8.766826943622673,Richmond upon Thames,13431.0,1.1693120215237267,1.374632058211236,0.6772074592226975,3,SW13 9EU,Richmond upon Thames,126161
223.0,Lower Belgrave Street,4650000.0,House,2865.0,4.0,4.0,4.0,Belgravia,London,SW1W 0LN,51.496874,-0.147922,928.0,2.525697823086293,Westminster,77772.0,1.8016862282143893,0.28714869943729,1.0315680487570564,3,SW1W 0LN,Westminster,134739
225.0,Donne Place,2800000.0,House,1448.0,3.0,3.0,3.0,,London,SW3 2NH,51.494093,-0.167238,3733.0,3.837297560161325,Kensington and Chelsea,25843.0,0.5642915250339469,0.4495519767907149,0.6510001291343457,3,SW3 2NH,Kensington and Chelsea,137418
226.0,Oakley Road,1100000.0,Flat / Apartment,1056.0,3.0,3.0,3.0,,London,N1 3LL,51.543,-0.086518,369.0,4.288609786977494,Islington,31022.0,0.1717636924766265,1.253999359906947,0.6753396765519892,2,N1 3LL,Islington,61434
1268.0,Oakley Road,625000.0,Flat / Apartment,676.0,1.0,1.0,1.0,,London,N1 3LL,51.543,-0.086518,8500.0,4.288609786977494,Islington,31022.0,0.1717636924766265,1.253999359906947,0.6753396765519892,2,N1 3LL,Islington,61434
227.0,Goldhurst House,2650000.0,Flat / Apartment,1811.0,3.0,3.0,3.0, Parr's Way,London,W6 9AN,51.486714,-0.226493,927.0,7.956172614524466,Hammersmith and Fulham,24060.0,0.3604650982187872,0.6305878135341254,0.5026263858556121,2,W6 9AN,Hammersmith and Fulham,174772
228.0,Telford Avenue,1575000.0,House,2550.0,5.0,5.0,5.0,,London,SW2 4XL,51.442368,-0.129709,4569.0,7.552788161539169,Lambeth,36982.0,3.444650215807957,1.6959763864836928,3.0996546863173227,3,SW2 4XL,Lambeth,136494
229.0,Mandeville Courtyard,525000.0,Flat / Apartment,775.0,1.0,1.0,1.0,142 Battersea Park Road,London,SW11 4NB,51.474335,-0.15732,5437.0,4.800927308190609,Wandsworth,27388.0,1.4667078810174718,1.994887635654556,0.9685807925129902,2,SW11 4NB,Wandsworth,124628
3049.0,Mandeville Courtyard,995000.0,Flat / Apartment,1115.0,2.0,2.0,2.0, Battersea,London,SW11 4NB,51.474335,-0.15732,2284.0,4.800927308190609,Wandsworth,27388.0,1.4667078810174718,1.994887635654556,0.9685807925129902,2,SW11 4NB,Wandsworth,124628
230.0,Tufton Street,1650000.0,Flat / Apartment,1099.0,2.0,2.0,2.0,Westminster,London,SW1P 3AF,51.495594,-0.12792,3975.0,1.7282024785927956,Westminster,77772.0,0.7821568721863484,0.6076010612216843,0.7288381670778891,2,SW1P 3AF,Westminster,133696
231.0,Colosseum Terrace,850000.0,Flat / Apartment,726.0,2.0,2.0,2.0,Albany Street,London,NW1 4EB,51.52663,-0.144538,313.0,2.617038834764644,Camden,39733.0,0.3978993899218281,0.3143747200871434,0.4780722883376921,2,NW1 4EB,Camden,78460
232.0,Rede Place,2700000.0,House,1791.0,3.0,3.0,3.0,Notting Hill,London,W2 4TU,51.513771,-0.194091,452.0,5.293911664728479,Westminster,77772.0,1.4079735545756418,0.470038334971993,0.2035284280070387,3,W2 4TU,Westminster,170641
233.0,Tennyson Road,695000.0,House,795.0,2.0,2.0,2.0,Wimbledon,London,SW19 8SH,51.423917,-0.187063,8082.0,10.696243682844049,Merton,15374.0,0.8672794401260628,1.0122391554813497,0.880097503794076,3,SW19 8SH,Merton,132998
2054.0,Tennyson Road,775000.0,House,1201.0,3.0,3.0,3.0,,London,SW19 8SH,51.423917,-0.187063,410.0,10.696243682844049,Merton,15374.0,0.8672794401260628,1.0122391554813497,0.880097503794076,3,SW19 8SH,Merton,132998
234.0,Coleford Road,1400000.0,House,1799.0,4.0,4.0,4.0,London,Wandsworth,SW18 1AD,51.458874,-0.186642,1070.0,7.406681703222164,Wandsworth,27388.0,1.2651916397851328,1.8558653722384848,0.4516251992164597,3,SW18 1AD,Wandsworth,130208
1641.0,Coleford Road,1350000.0,House,1519.0,3.0,3.0,3.0,Wandsworth,London,SW18 1AD,51.458874,-0.186642,540.0,7.406681703222164,Wandsworth,27388.0,1.2651916397851328,1.8558653722384848,0.4516251992164597,3,SW18 1AD,Wandsworth,130208
235.0,St. Anns Terrace,2050000.0,House,1293.0,3.0,3.0,3.0,St John's Wood,London,NW8 6PJ,51.534522,-0.171645,25.0,4.61966654959942,Westminster,77772.0,0.2642150337040791,0.1683643439689403,0.9000753921937734,3,NW8 6PJ,Westminster,89792
236.0,Durward Street,615000.0,Flat / Apartment,972.0,2.0,2.0,2.0,Whitechapel,London,E1 5BA,51.519871,-0.060778,1431.0,4.131431715522632,Tower Hamlets,35904.0,0.1903734414484661,0.9498928175572156,0.227085706009687,2,E1 5BA,Tower Hamlets,18210
238.0,Clapham Park Road,315000.0,Flat / Apartment,526.0,1.0,1.0,1.0,,London,SW4 7EX,51.459847,-0.13124,2037.0,5.6393276531421925,Lambeth,36982.0,2.758030248816615,1.1809952036930351,2.7341295550843085,2,SW4 7EX,Lambeth,138574
239.0,Moore House,1850000.0,New development,1328.0,3.0,3.0,3.0,2 Gatliff Road,London,SW1W 8DT,51.488132,-0.150134,1496.0,3.2859488090315856,Westminster,77772.0,1.435420532905862,0.640093978961689,0.0949413375861495,5,SW1W 8DT,Westminster,134807
3345.0,Moore House,1450000.0,New development,1007.0,2.0,2.0,2.0,2 Gatliff Road,London,SW1W 8DT,51.488132,-0.150134,,3.2859488090315856,Westminster,77772.0,1.435420532905862,0.640093978961689,0.0949413375861495,5,SW1W 8DT,Westminster,134807
3347.0,Moore House,1050000.0,New development,1010.0,3.0,3.0,3.0, Grosvenor Waterside,London,SW1W 8DT,51.488132,-0.150134,,3.2859488090315856,Westminster,77772.0,1.435420532905862,0.640093978961689,0.0949413375861495,5,SW1W 8DT,Westminster,134807
240.0,Graham Terrace,2895000.0,House,1289.0,3.0,3.0,3.0,,London,SW1W 8HN,51.491161,-0.154636,1984.0,3.2817472332650826,Westminster,77772.0,1.1399774027030385,0.1807954391783742,0.5532309501961087,3,SW1W 8HN,Westminster,134828
241.0,Whiston House,450000.0,Flat / Apartment,459.0,1.0,1.0,1.0,Bingham Court,London,N1 2DH,51.541759,-0.100385,347.0,3.755240041140607,Islington,31022.0,0.8497680910934982,0.5407803875747367,0.7201712517403338,2,N1 2DH,Islington,61056
3162.0,Whiston House,550000.0,Flat / Apartment,558.0,2.0,2.0,2.0, Halton Road,London,N1 2DH,51.541759,-0.100385,2058.0,3.755240041140607,Islington,31022.0,0.8497680910934982,0.5407803875747367,0.7201712517403338,2,N1 2DH,Islington,61056
242.0,Grand Avenue,500000.0,House,963.0,2.0,2.0,2.0,Surbiton,Surrey,KT5 9HU,51.389623,-0.276683,2689.0,17.33519408043427,Kingston upon Thames,13398.0,2.532549919184358,5.87421389810058,1.3955075680200588,3,KT5 9HU,Kingston upon Thames,59297
243.0,Tooting Bec Road,675000.0,Flat / Apartment,949.0,2.0,2.0,2.0,,London,SW17 8BW,51.433921,-0.155033,3484.0,8.830596333451714,Wandsworth,27388.0,1.4496148130535131,0.3855398774300084,2.972691504361714,2,SW17 8BW,Wandsworth,129807
245.0,Flanders Road,1395000.0,House,1068.0,1.0,1.0,1.0,Chiswick,London,W4 1NB,51.495769,-0.250468,1392.0,9.324521301725795,Hounslow,28088.0,2.2546049156058547,1.0300069940910392,0.3828139450019456,3,W4 1NB,Hounslow,172247
247.0,Astley House,725000.0,Flat / Apartment,858.0,3.0,3.0,3.0,42 Trinity Church Road,London,SW13 8EA,51.483294,-0.230566,515.0,8.351554217829852,Richmond upon Thames,13431.0,0.7557425330525205,1.094913951523004,0.6832425473453955,2,SW13 8EA,Richmond upon Thames,126082
248.0,Suffolk Road,2000000.0,House,2525.0,4.0,4.0,4.0,Barnes,London,SW13 9PH,51.478941,-0.240634,4681.0,9.17957135505116,Richmond upon Thames,13431.0,1.6059201281210025,1.7211815979354337,0.5265161394478953,3,SW13 9PH,Richmond upon Thames,126234
249.0,Shorrolds Road,625000.0,Flat / Apartment,664.0,2.0,2.0,2.0,,London,SW6 7TP,51.481263,-0.201064,1009.0,6.582480216361728,Hammersmith and Fulham,24060.0,1.3867547242412448,1.1130021356462492,1.4704802934029222,2,SW6 7TP,Hammersmith and Fulham,140801
582.0,Shorrolds Road,785000.0,Flat / Apartment,739.0,2.0,2.0,2.0,,London,SW6 7TP,51.481263,-0.201064,7847.0,6.582480216361728,Hammersmith and Fulham,24060.0,1.3867547242412448,1.1130021356462492,1.4704802934029222,2,SW6 7TP,Hammersmith and Fulham,140801
250.0,Raynham Road,1350000.0,House,1328.0,3.0,3.0,3.0,Brackenbury Village,London,W6 0HY,51.495413,-0.233382,6773.0,8.165213342255266,Hammersmith and Fulham,24060.0,1.2142640938570166,0.2247806998115295,0.8777157351189921,3,W6 0HY,Hammersmith and Fulham,174281
251.0,Henning Street,2100000.0,House,2191.0,4.0,4.0,4.0,Battersea,London,SW11 3DR,51.473626,-0.171201,579.0,5.464575837245746,Wandsworth,27388.0,1.075402563174642,2.285991919755759,0.4404678816358688,3,SW11 3DR,Wandsworth,124308
253.0,Palewell Park,1850000.0,House,1892.0,4.0,4.0,4.0,,London,SW14 8JJ,51.461261,-0.264744,427.0,11.53311378525798,Richmond upon Thames,13431.0,3.7617175227517614,2.551992724360673,0.8102220001752326,3,SW14 8JJ,Richmond upon Thames,126533
254.0,Cranbourne Court,1500000.0,Flat / Apartment,1132.0,3.0,3.0,3.0,Albert Bridge Road,London,SW11 4PE,51.480474,-0.16643,943.0,4.686362568688592,Wandsworth,27388.0,0.7726032000998165,1.4797525482233551,0.4217556770105123,2,SW11 4PE,Wandsworth,124645
3175.0,Cranbourne Court,1500000.0,Flat / Apartment,1088.0,2.0,2.0,2.0,Albert Bridge Road,London,SW11 4PE,51.480474,-0.16643,5897.0,4.686362568688592,Wandsworth,27388.0,0.7726032000998165,1.4797525482233551,0.4217556770105123,2,SW11 4PE,Wandsworth,124645
255.0,Rothwell Street,3625000.0,House,2190.0,4.0,4.0,4.0,Primrose Hill,London,NW1 8YH,51.540502,-0.15688,389.0,4.343434124676262,Camden,39733.0,1.388212871181396,0.4519296262384684,1.1280958902711982,3,NW1 8YH,Camden,79258
256.0,New Concordia Wharf,1500000.0,Flat / Apartment,1274.0,2.0,2.0,2.0,Mill Street,London,SE1 2BB,51.50194,-0.071178,6602.0,3.3745380372462987,Southwark,39684.0,1.0904666491916506,0.6707585275746599,0.6589309409418326,2,SE1 2BB,Southwark,99448
257.0,Castelnau,525000.0,Flat / Apartment,630.0,2.0,2.0,2.0,Barnes,London,SW13 9ER,51.485224,-0.233839,3068.0,8.492624780912507,Richmond upon Thames,13431.0,0.8892527569555158,1.000110049865587,0.3726102131883209,2,SW13 9ER,Richmond upon Thames,126159
2090.0,Castelnau,1700000.0,House,2126.0,4.0,4.0,4.0,Barnes,London,SW13 9ER,51.485224,-0.233839,4222.0,8.492624780912507,Richmond upon Thames,13431.0,0.8892527569555158,1.000110049865587,0.3726102131883209,3,SW13 9ER,Richmond upon Thames,126159
258.0,Banbury House,290000.0,Flat / Apartment,455.0,1.0,1.0,1.0,Banbury Road,London,E9 7ED,51.538948,-0.04311,9214.0,6.1279362591377495,Hackney,35196.0,0.885634204311566,1.6786992284468545,1.940826709116516,2,E9 7ED,Hackney,33515
259.0,Putney Heath Lane,1725000.0,House,2931.0,5.0,5.0,5.0,Putney,London,SW15 3JG,51.451991,-0.219831,61.0,9.561003155786128,Wandsworth,27388.0,0.5233130401905743,1.938223708540712,0.9756059953154664,3,SW15 3JG,Wandsworth,127149
260.0,Rydon Street,1395000.0,House,1510.0,3.0,3.0,3.0,Islington,London,N1 7AL,51.537179,-0.091852,3910.0,3.5428330714720104,Islington,31022.0,0.5783020475922739,1.1055965981577334,0.5416403813611956,3,N1 7AL,Islington,62084
261.0,Aragon Tower,400000.0,Flat / Apartment,705.0,2.0,2.0,2.0,George Beard Road,Deptford,SE8 3AL,51.490673,-0.031723,1083.0,6.3662398265351525,Lewisham,30815.0,3.466809264782194,1.667637182319533,1.4991794098777251,2,SE8 3AL,Lewisham,117754
262.0,Cadogan Lane,3350000.0,House,1504.0,3.0,3.0,3.0,,London,SW1X 9DU,51.495053,-0.156222,2778.0,3.118598967967217,Kensington and Chelsea,25843.0,1.2021980706171218,0.3117131588793422,0.9653307128035316,3,SW1X 9DU,Kensington and Chelsea,135383
263.0,Cedar Mews,1795000.0,House,2067.0,4.0,4.0,4.0, Putney,London,SW15 6ED,51.45815,-0.22095,3618.0,9.173660116339388,Wandsworth,27388.0,0.8498500040183566,1.3797076580771146,1.6393047049297478,3,SW15 6ED,Wandsworth,127689
264.0,Tormead,600000.0,Flat / Apartment,1160.0,2.0,2.0,2.0, Northwood,Middlesex,HA6 2BX,51.613834,-0.429922,825.0,24.52379054384974,Hillingdon,28793.0,8.622055149133597,4.741613760133671,7.884708631111828,2,HA6 2BX,Hillingdon,48342
265.0,Kent Avenue,1500000.0,House,1997.0,4.0,4.0,4.0,Ealing,London,W13 8BH,51.523418,-0.321066,5176.0,14.169939339618054,Ealing,35050.269230769234,2.495638931765152,1.5013690741706158,0.986500862189004,3,W13 8BH,Ealing,160663
266.0,Trefoil Road,1600000.0,House,2149.0,4.0,4.0,4.0,Wandsworth,London,SW18 2EQ,51.456666,-0.182253,3998.0,7.4092467129435615,Wandsworth,27388.0,1.1588948094778977,2.246032436242998,0.2316245227967074,3,SW18 2EQ,Wandsworth,130554
1475.0,Trefoil Road,1450000.0,House,2136.0,5.0,5.0,5.0,,London,SW18 2EQ,51.456666,-0.182253,955.0,7.4092467129435615,Wandsworth,27388.0,1.1588948094778977,2.246032436242998,0.2316245227967074,3,SW18 2EQ,Wandsworth,130554
2963.0,Trefoil Road,1500000.0,House,2123.0,5.0,5.0,5.0,Wandsworth,London,SW18 2EQ,51.456666,-0.182253,7215.0,7.4092467129435615,Wandsworth,27388.0,1.1588948094778977,2.246032436242998,0.2316245227967074,3,SW18 2EQ,Wandsworth,130554
267.0,Thirlmere Road,1550000.0,House,3620.0,7.0,7.0,7.0,,London,SW16 1QW,51.429142,-0.13602,3574.0,9.06700732564694,Lambeth,36982.0,2.57594441243115,1.8057046821555964,3.547553140830394,3,SW16 1QW,Lambeth,128035
1486.0,Thirlmere Road,650000.0,Flat / Apartment,877.0,2.0,2.0,2.0,,London,SW16 1QW,51.429142,-0.13602,8232.0,9.06700732564694,Lambeth,36982.0,2.57594441243115,1.8057046821555964,3.547553140830394,2,SW16 1QW,Lambeth,128035
1539.0,Thirlmere Road,395000.0,Flat / Apartment,771.0,1.0,1.0,1.0,,London,SW16 1QW,51.429142,-0.13602,932.0,9.06700732564694,Lambeth,36982.0,2.57594441243115,1.8057046821555964,3.547553140830394,2,SW16 1QW,Lambeth,128035
1581.0,Thirlmere Road,650000.0,Flat / Apartment,884.0,2.0,2.0,2.0,,London,SW16 1QW,51.429142,-0.13602,406.0,9.06700732564694,Lambeth,36982.0,2.57594441243115,1.8057046821555964,3.547553140830394,2,SW16 1QW,Lambeth,128035
2743.0,Thirlmere Road,1875000.0,House,3478.0,7.0,7.0,7.0,,London,SW16 1QW,51.429142,-0.13602,3611.0,9.06700732564694,Lambeth,36982.0,2.57594441243115,1.8057046821555964,3.547553140830394,3,SW16 1QW,Lambeth,128035
268.0,The Regency,1325000.0,Flat / Apartment,1195.0,3.0,3.0,3.0, Westminster,London,SW1P 4HD,51.491968,-0.13347,976.0,2.2594415260483696,Westminster,77772.0,1.3382598120775588,0.3119781055375647,0.9936736000107442,2,SW1P 4HD,Westminster,133869
269.0,Murray Mews,1395000.0,House,1587.0,3.0,3.0,3.0,Camden,London,NW1 9RJ,51.544405,-0.130705,2987.0,3.94129512633748,Camden,39733.0,2.131718853744476,0.945315938030802,0.8056268208745112,3,NW1 9RJ,Camden,79401
270.0,Wilmington Square,735000.0,Flat / Apartment,849.0,2.0,2.0,2.0,,London,WC1X 0ER,51.526909,-0.109624,1315.0,1.9852926329834129,Islington,31022.0,0.2445081845207534,0.6775467849314878,0.5239912410679469,2,WC1X 0ER,Islington,178034
272.0,Telfords Yard,1500000.0,Flat / Apartment,2550.0,3.0,3.0,3.0,,London,E1W 2BQ,51.50895,-0.064873,578.0,3.6961960581302735,Tower Hamlets,35904.0,0.946663451432031,0.8109228191820957,0.5926550362193649,2,E1W 2BQ,Tower Hamlets,26690
1681.0,Telfords Yard,865000.0,Flat / Apartment,1115.0,2.0,2.0,2.0,,London,E1W 2BQ,51.50895,-0.064873,850.0,3.6961960581302735,Tower Hamlets,35904.0,0.946663451432031,0.8109228191820957,0.5926550362193649,2,E1W 2BQ,Tower Hamlets,26690
273.0,Landmark East Tower,679000.0,Flat / Apartment,832.0,2.0,2.0,2.0, Canary Wharf,London,E14 9DB,51.502013,-0.024765,2433.0,6.53845538414448,Tower Hamlets,35904.0,2.549533625416,0.3994418160861044,1.1605562676098231,2,E14 9DB,Tower Hamlets,22701
2005.0,Landmark East Tower,795000.0,Flat / Apartment,862.0,2.0,2.0,2.0,24 Marsh Wall,London,E14 9DB,51.502013,-0.024765,323.0,6.53845538414448,Tower Hamlets,35904.0,2.549533625416,0.3994418160861044,1.1605562676098231,2,E14 9DB,Tower Hamlets,22701
274.0,Stanley Mansions,1500000.0,Flat / Apartment,1244.0,3.0,3.0,3.0,Park Walk,London,SW10 0AG,51.485807,-0.180317,451.0,5.0829771233389,Kensington and Chelsea,25843.0,0.1606743683753344,0.9767663851130994,0.993229852493545,2,SW10 0AG,Kensington and Chelsea,123409
3195.0,Stanley Mansions,1650000.0,Flat / Apartment,1139.0,3.0,3.0,3.0, Chelsea,London,SW10 0AG,51.485807,-0.180317,2293.0,5.0829771233389,Kensington and Chelsea,25843.0,0.1606743683753344,0.9767663851130994,0.993229852493545,2,SW10 0AG,Kensington and Chelsea,123409
275.0,Ducks Hill Road,1000000.0,New development,1501.0,3.0,3.0,3.0,Northwood,Middlesex,HA6 2SB,51.610758,-0.439387,442.0,24.949286440276524,Hillingdon,28793.0,9.00841771597308,4.819864518093604,8.25633783372007,5,HA6 2SB,Hillingdon,48451
276.0,Blomfield Road,4995000.0,House,3035.0,4.0,4.0,4.0,Little Venice,London,W9 2PF,51.521643,-0.183242,1796.0,4.708508817272842,Westminster,77772.0,0.7496101285198845,0.5240267317838395,0.7674167150965014,3,W9 2PF,Westminster,176535
277.0,Wadham Road,1350000.0,House,1604.0,4.0,4.0,4.0,Putney,London,SW15 2LS,51.461816,-0.209559,226.0,8.303280736654026,Wandsworth,27388.0,1.0334316618017938,0.6930482997047304,1.903870395050127,3,SW15 2LS,Wandsworth,126970
1988.0,Wadham Road,1345000.0,House,1909.0,4.0,4.0,4.0,Putney,London,SW15 2LS,51.461816,-0.209559,47.0,8.303280736654026,Wandsworth,27388.0,1.0334316618017938,0.6930482997047304,1.903870395050127,3,SW15 2LS,Wandsworth,126970
278.0,Bingfield Street,625000.0,New development,723.0,2.0,2.0,2.0,,London,N1 0BH,51.539147,-0.117957,708.0,3.257879045906959,Islington,31022.0,1.3788416630586733,1.0432797306930512,0.3874559029754877,5,N1 0BH,Islington,60466
279.0,Orsman Road,600000.0,Flat / Apartment,660.0,2.0,2.0,2.0,Hackney,London,N1 5QL,51.536641,-0.079301,649.0,4.015371209065727,Hackney,35196.0,0.3775896002114335,1.3551029892219066,0.1816950020053509,2,N1 5QL,Hackney,61823
280.0,Cinnabar Wharf East,875000.0,Flat / Apartment,627.0,1.0,1.0,1.0,28 Wapping High Street,London,E1W 1NG,51.503799,-0.065019,577.0,3.746159443916959,Tower Hamlets,35904.0,1.5050906403672226,0.6467825849073555,0.7158295351110577,2,E1W 1NG,Tower Hamlets,26631
281.0,Boardwalk Place,565000.0,Flat / Apartment,872.0,2.0,2.0,2.0,Canary Wharf,London,E14 5SH,51.505978,-0.009795,828.0,7.531321664954831,Tower Hamlets,35904.0,2.651684758044545,0.5271896652759909,0.7452351647240856,2,E14 5SH,Tower Hamlets,21939
282.0,Carlyle Square,5850000.0,House,3128.0,5.0,5.0,5.0,,London,SW3 6EX,51.486834,-0.172296,280.0,4.553477016810044,Kensington and Chelsea,25843.0,0.0593108865193014,0.8157859741473401,0.9442906161301148,3,SW3 6EX,Kensington and Chelsea,138033
283.0,Burlington Lodge Studios,1250000.0,Flat / Apartment,1201.0,2.0,2.0,2.0,48 Rigault Road,London,SW6 4JJ,51.47152,-0.209049,820.0,7.622966550297886,Hammersmith and Fulham,24060.0,1.8892956750472465,0.3878921001629413,1.7802595730224893,2,SW6 4JJ,Hammersmith and Fulham,140130
284.0,Overstrand Mansions,1800000.0,Flat / Apartment,1453.0,3.0,3.0,3.0,Prince of Wales Drive,London,SW11 4HA,51.475212,-0.157123,827.0,4.713014879571559,Wandsworth,27388.0,1.5526439854397056,1.8970173719730248,0.950178185238644,2,SW11 4HA,Wandsworth,124591
2762.0,Overstrand Mansions,850000.0,Flat / Apartment,838.0,2.0,2.0,2.0,Prince of Wales Drive,London,SW11 4HA,51.475212,-0.157123,525.0,4.713014879571559,Wandsworth,27388.0,1.5526439854397056,1.8970173719730248,0.950178185238644,2,SW11 4HA,Wandsworth,124591
